id,Sentence,Sentiment
1045,pharmaceutical market in poland global research data services published recently a market analysis about the pharmaceutical markets in poland,neutral
1046,in 2008 stockmann earned 3398 million lats in profit on 48012 million lats in turnover,neutral
1047,ebit margin was up from 14 to 51,positive
1048,aapl 131 rally mode,positive
1049,nokia siemens networks has struggled to make a profit in the past two years,negative
1050,nflx small pos short 180 wkly puts,negative
1051,sales of midstrength beer decreased by 40,negative
1052,the deal is in line with etteplan s strategy to operate as a partner of global customers and provide industrial technology design services,neutral
1053,in the fourth quarter of 2009 orion s net profit went up by 338 yearonyear to eur33m,positive
1054,according to hkscan finland the plan is to increase jrvisuomen portti s net sales to eur 80mn to eur 100mn,positive
1055,just stumbled upon this amazing chart ofix holy guac super overbought httpstkscoe0px1,negative
1056,tesla to recall 2700 model x suvs over seat issue httpstcoodpran59xq tsla httpstcoxvn4bliwpy httpstcothfvwtnrps,negative
1057,it is the first application in the market for invoice and purchase requisition approval with a mobile device,neutral
1058,astrazeneca diabetes drug combination faces delay after fda rebuff,negative
1059,investments in product development stood at 60 mln euro 88 mln,neutral
1060,the omx nordic 40 omxn40 index comprising the 40 most traded nordic stocks on the nasdaq omx exchange closed down 087 at 106414 points on thursday,negative
1061,the plant is expected to start production in the first half of 2007,neutral
1062,those uncertainties cloud the longterm outlook,negative
1063,facades in riga 8 march 2010 finnish construction company yit oyj hel yty1v said today that it will build the frame and the facades in a tower construction project in riga,neutral
1064,the company confirmed its estimate for lower revenue for the whole 2009 than the yearago eur 939 million usd 1373 m as given in the interim report on august 5,neutral
1065,juha jordan chief engineer at glaston said one of the reasons for choosing vacon as a global ac drives supplier is that it has service and support centres in the same countries where glaston operates,positive
1066,the omx helsinki index was down 034 pct at 825602 on turnover of 813191 mln eur,neutral
1067,tsla wish had my puts back but see if we can find support around 24339 and pop up so that i can get back in httpstcohfklq3wobv,negative
1068,margin call of zanadvorov has given the chance to make such purchase under the credit of deutsche bank for usd 560 million,neutral
1069,the finnish supplier of bssoss and vas for telecom operators tecnotree has received expansion orders worth a total us 73 mn for its convergent charging and next generation messaging solutions in latin america the company announced without specifying which operators had placed the orders,positive
1070,the district court of helsinki dismissed all charges as the court of first instance in 2005,positive
1071,previously eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators,positive
1072,residents access to the block is planned to be from aleksandri street,neutral
1073,tsla i see more downside in next two weeks be careful 20 dollars drop potential vs 10 up moved,negative
1074,is facebooks user engagement falling httpstcotqmmt7n16x fb httpstcosedqrwgdkt,negative
1075,aviva mg suspend property funds as investors panic,negative
1076,nokia and capcom announced that resident evil degeneration will be released on ngage later this year,neutral
1077,nokia s us shares were 33 percent lower at 1273 by 1750 gmt,neutral
1078,eu drops shell bp statoil from ethanol benchmark investigation,positive
1079,the negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks,neutral
1080,according to the company a decision in the issue will be made in the summer of 2010 at the earliest and in the summer of 2011 at the latest,neutral
1081,the proposal that the board of directors will make at the annual general meeting is attached as a whole to this release,neutral
1082,crucially the decision to use etsi european telecommunication standard institute backed dvbh adds to the growing list of operators and equipment manufacturers opting for the standard see global 20 january 2006 competing technologies vie for mobile tv,neutral
1083,aapl beat the estimates will still go down on lack of new products httpstcosx3z7u6n8o,negative
1084,netcom expects to complete turbo 3g deployment in these areas this year,neutral
1085,arena partners oy is a development company for electronic business,neutral
1086,the subsidiary will be responsible for filter sales local assembly of filters and after market services in china,neutral
